date,open,high,low,close,adj_close,volume,symbol,currency,ret,log_ret
25-10-2024,4057.05,4092,4032.7,4057.55,3921.16,1759676,Sun Pharmaceutical Industries L,INR,0.0023839521727315738,0.0023811150668731074
28-10-2024,4068.95,4134,4051,4090.85,3953.34,1532534,Sun Pharmaceutical Industries L,INR,0.008206922896822011,0.008173429233595542
29-10-2024,4095.85,4103.5,4060.1,4075.25,3938.26,1445885,Sun Pharmaceutical Industries L,INR,-0.003813388,-0.003820678
30-10-2024,4075,4107,4060.05,4084.65,3947.34,1935002,Sun Pharmaceutical Industries L,INR,0.002306606956628432,0.002303950822456713
31-10-2024,4070,4078.3,3960,3968.45,3835.05,3740372,Sun Pharmaceutical Industries L,INR,-0.02844797,-0.028860455
01-11-2024,3989.85,3998.95,3976.05,3984.2,3850.27,154895,Sun Pharmaceutical Industries L,INR,0.0039688039410852305,0.00396094901497257
04-11-2024,3966.3,3991.9,3913.25,3964.15,3830.89,2269192,Sun Pharmaceutical Industries L,INR,-0.005032378,-0.005045083
05-11-2024,3941.1,3986,3941.1,3971.35,3837.85,967590,Sun Pharmaceutical Industries L,INR,0.001816278395116111,0.0018146309560158613
06-11-2024,4003.6,4149.8,3975.25,4139.65,4000.49,3792017,Sun Pharmaceutical Industries L,INR,0.042378536266005185,0.041505155927715975
07-11-2024,4169.7,4205.8,4085.05,4150.9,4011.37,3724349,Sun Pharmaceutical Industries L,INR,0.0027176210549200164,0.002713934999512446
08-11-2024,4155,4169.75,4117.65,4147,4007.6,1648039,Sun Pharmaceutical Industries L,INR,-0.000939555,-0.000939997
11-11-2024,4128.2,4234.3,4117.65,4198.7,4057.56,1406487,Sun Pharmaceutical Industries L,INR,0.012466843501326208,0.012389772303173174
12-11-2024,4216,4218,4164.35,4197.4,4056.3,1587640,Sun Pharmaceutical Industries L,INR,-0.00030962,-0.000309668
13-11-2024,4178.1,4196.75,4131.05,4150.35,4010.84,1098813,Sun Pharmaceutical Industries L,INR,-0.01120932,-0.011272618
14-11-2024,4135,4160,4116.45,4145.9,4006.53,1825432,Sun Pharmaceutical Industries L,INR,-0.001072199,-0.001072774
18-11-2024,4213,4213,3990.2,4019.5,3884.38,3313944,Sun Pharmaceutical Industries L,INR,-0.030487952,-0.030962377
19-11-2024,4019.9,4132.15,4014.1,4039.55,3903.76,1776233,Sun Pharmaceutical Industries L,INR,0.004988182609777292,0.0049757828446708174
21-11-2024,4044.9,4092.45,4024,4072.85,3935.94,2384347,Sun Pharmaceutical Industries L,INR,0.008243492468220426,0.008209700466574432
22-11-2024,4071,4254.95,4054,4244.6,4101.92,3096553,Sun Pharmaceutical Industries L,INR,0.042169488196226235,0.04130458672227988
25-11-2024,4280,4328.1,4252.2,4315.1,4170.05,4052167,Sun Pharmaceutical Industries L,INR,0.01660933892475147,0.016472912418484142
26-11-2024,4321.05,4366.6,4310,4352.7,4206.38,2060669,Sun Pharmaceutical Industries L,INR,0.008713587170633197,0.008675842969724457
